bmi,age,gender,activity_level,fitness_goal,workout_category,diet_category,fitness_level
20.0,46,1,1,4,4,0,0
22.1,42,0,1,2,2,1,1
25.8,16,0,4,4,4,2,2
21.1,26,0,2,3,2,4,2
21.2,32,1,3,0,2,0,2
26.4,34,1,2,2,1,1,1
22.8,42,1,2,4,1,1,1
24.6,37,1,1,3,2,1,1
26.3,18,1,3,2,4,1,2
19.8,39,0,1,4,4,3,0
25.9,42,0,0,0,2,1,0
26.8,41,0,1,1,2,2,1
31.2,47,1,4,3,1,4,2
20.9,45,1,1,0,1,4,0
26.1,40,0,0,2,2,2,0
23.5,34,1,1,3,2,1,1
20.7,15,1,0,2,1,2,0
33.2,40,1,3,0,2,1,2
22.8,37,0,1,2,2,0,0
29.2,38,0,0,2,1,1,0
20.0,19,1,3,2,4,2,1
30.7,22,1,4,3,0,1,2
27.3,47,1,2,0,1,4,2
22.6,34,1,0,3,4,4,0
29.0,43,0,4,3,1,4,2
27.9,35,1,3,3,2,4,1
18.4,35,0,4,2,1,1,2
20.0,46,0,1,1,1,3,1
29.4,28,0,2,1,1,2,1
27.4,36,1,0,3,2,2,0
23.3,29,0,3,2,1,1,1
28.1,29,0,2,1,1,3,1
20.5,31,1,3,2,1,0,2
19.7,37,1,4,3,2,4,2
30.3,29,1,3,0,4,1,2
22.3,50,0,3,4,0,0,2
21.5,24,1,4,0,0,4,2
21.9,32,0,4,2,2,3,2
23.0,29,0,2,2,1,2,2
26.8,52,1,0,0,4,1,0
29.1,37,0,4,4,4,1,2
20.3,47,0,2,2,2,1,2
25.4,17,0,3,0,0,1,2
25.2,38,0,3,3,0,2,2
25.3,45,1,1,3,0,1,1
24.7,35,0,4,4,2,2,2
25.3,47,1,2,2,1,2,1
21.0,28,0,2,0,0,0,1
22.4,51,0,0,0,3,0,0
24.4,62,1,2,3,0,1,2
23.3,30,0,4,2,1,2,2
20.5,29,0,2,4,3,2,1
34.7,52,0,1,3,2,1,1
28.8,53,0,3,4,3,3,2
19.3,28,0,3,4,4,2,2
22.6,29,0,2,2,2,1,2
22.8,31,1,2,0,2,1,1
30.3,18,1,2,0,0,0,1
28.4,23,1,2,1,4,2,1
19.8,22,0,1,2,2,2,1
22.3,25,0,4,0,2,1,2
27.3,34,0,1,1,1,3,1
26.6,37,1,1,1,2,2,0
24.3,53,0,1,0,2,4,0
37.4,23,1,3,1,1,1,2
26.8,46,0,1,0,4,2,1
20.5,32,0,2,2,4,1,2
22.6,34,0,1,0,0,0,1
21.3,43,1,2,3,2,2,2
34.1,21,0,4,0,1,0,2
22.5,39,1,3,4,4,3,1
17.7,36,0,4,2,1,1,2
23.6,40,0,4,2,1,1,2
21.9,38,1,3,2,1,2,2
24.9,64,0,2,1,2,3,1
24.2,27,0,2,0,0,0,1
31.6,28,0,2,3,2,0,1
21.0,27,0,3,4,2,1,2
24.6,28,1,1,4,4,2,0
28.3,27,1,0,3,1,4,0
29.7,49,0,1,2,4,2,1
19.0,52,0,1,2,4,2,1
24.7,28,1,4,3,2,2,2
21.4,25,0,0,3,2,4,0
21.9,40,1,2,1,1,3,1
33.3,28,0,1,4,4,3,1
22.5,42,1,3,1,1,2,2
24.7,37,1,1,2,2,0,1
30.6,16,1,2,4,0,3,1
29.5,53,1,1,4,2,3,1
28.0,56,0,4,3,2,0,2
33.5,27,0,4,1,3,3,2
23.4,30,1,1,0,1,1,1
37.3,38,1,4,0,0,1,2
22.4,39,1,3,3,0,0,2
17.5,42,1,0,2,2,1,0
31.4,59,0,1,2,1,4,0
26.1,32,1,3,2,2,1,2
31.7,25,1,3,2,2,1,2
21.8,18,1,3,2,2,1,2
28.8,26,1,2,4,4,3,1
17.2,34,1,1,0,0,1,0
25.0,56,1,1,3,1,2,0
32.0,28,1,1,1,1,2,1
32.8,37,0,0,3,0,0,0
24.1,34,1,3,4,1,2,2
19.0,49,1,1,1,1,3,1
23.9,65,1,4,0,0,0,2
23.8,28,0,2,0,3,2,1
23.3,29,0,0,0,0,1,0
30.3,47,0,2,3,4,0,1
30.3,43,1,3,0,3,0,2
24.7,57,1,4,0,1,4,2
24.0,42,1,3,3,0,0,2
24.6,30,0,1,2,2,4,0
23.3,42,1,2,2,2,3,1
28.5,48,0,4,2,1,2,2
19.3,44,0,2,3,0,0,1
33.0,41,0,0,0,0,0,0
17.3,47,0,4,2,1,2,2
33.7,49,0,0,3,3,2,0
34.4,51,1,4,1,1,2,2
28.8,42,1,1,3,1,4,1
29.8,32,0,2,3,0,0,1
32.4,36,1,2,3,0,4,0
29.2,49,1,3,3,0,4,2
20.3,25,0,4,3,0,4,2
22.8,39,0,4,3,0,2,2
23.1,30,1,0,3,1,0,0
22.4,35,1,4,2,1,1,2
23.2,50,1,2,0,2,0,1
29.0,37,1,4,1,1,3,2
33.7,35,0,3,0,2,4,1
23.5,18,1,3,1,1,2,1
18.9,43,0,2,2,1,1,1
21.5,42,0,2,4,2,2,1
21.6,60,1,2,4,1,2,1
34.4,31,1,4,3,0,0,2
22.6,37,1,4,4,0,3,2
32.4,37,0,1,4,4,0,0
20.3,53,0,0,4,1,3,0
32.7,33,0,4,0,1,0,2
30.2,38,0,1,2,1,2,0
33.1,42,1,1,2,1,3,0
22.7,37,0,3,0,0,2,2
23.2,29,0,4,3,2,0,2
31.5,37,1,1,0,1,0,1
27.0,47,0,3,1,0,3,2
23.5,22,0,0,0,3,1,0
28.3,36,1,3,2,1,1,1
20.3,26,0,0,2,1,1,0
17.8,49,0,2,3,0,4,2
21.5,16,0,2,1,2,1,1
39.2,28,0,3,2,1,1,1
30.4,39,1,2,3,2,0,1
17.7,53,0,4,3,1,0,2
21.1,34,1,3,1,1,3,2
24.6,28,0,1,0,0,1,0
28.1,57,1,4,0,2,1,2
24.7,17,1,3,3,4,4,2
25.7,15,1,0,1,1,1,0
27.5,40,0,2,0,1,0,1
23.1,28,0,2,0,1,0,1
25.0,22,0,2,3,2,0,1
22.1,43,1,3,2,2,2,2
22.9,37,0,4,2,4,2,2
21.9,28,0,0,2,2,3,0
25.8,19,0,2,0,0,0,1
34.0,45,0,4,1,3,1,2
29.8,42,1,1,1,1,3,0
26.8,33,1,1,1,1,3,1
32.1,57,0,0,4,0,3,0
31.1,22,0,2,2,1,2,1
25.9,16,0,1,3,1,0,1
30.3,26,1,4,0,3,1,2
19.7,34,0,4,0,2,0,2
19.7,37,1,1,0,4,0,0
27.6,32,1,2,3,0,2,1
28.0,39,0,0,1,3,2,0
27.5,19,0,2,2,0,1,1
25.2,52,0,3,3,1,1,2
23.9,34,1,1,4,1,2,0
21.7,48,1,3,0,2,1,2
30.4,39,0,1,0,0,0,0
30.6,40,1,0,0,1,1,0
19.9,41,0,2,3,4,1,1
21.1,40,0,2,0,0,0,1
25.8,42,1,1,2,1,1,1
26.1,50,1,4,2,0,2,2
20.1,37,1,3,0,0,1,2
33.4,43,1,2,0,0,0,1
23.2,33,0,2,1,1,1,1
24.1,52,0,1,0,4,4,1
21.5,26,0,4,0,1,0,2
26.8,56,1,3,2,1,1,2
21.8,34,0,4,3,1,0,2
23.3,17,1,4,0,4,0,2
34.2,36,1,1,2,1,1,0
29.9,26,1,4,0,2,0,2
32.3,45,0,3,3,2,2,2
20.4,27,1,0,3,1,2,0
24.1,29,1,0,3,1,0,0
22.2,15,1,3,1,2,1,2
31.3,29,1,1,2,2,1,0
30.9,15,1,2,3,0,0,1
26.2,15,1,1,0,3,1,1
24.0,44,1,3,2,1,2,2
26.3,44,1,4,3,0,1,2
22.0,40,1,0,1,1,2,0
27.4,23,1,4,2,1,1,2
24.0,34,1,1,3,1,2,1
23.9,34,1,3,0,0,1,2
21.5,21,0,0,1,1,1,0
29.8,53,0,3,0,2,0,2
25.0,45,1,0,0,2,0,0
24.0,32,1,0,0,3,1,0
25.3,35,1,0,1,2,3,0
20.5,37,0,1,0,0,3,0
31.5,15,0,3,2,1,1,2
26.0,32,0,2,2,2,2,2
32.9,26,1,2,0,0,2,1
21.8,22,1,2,0,0,2,2
28.1,31,1,3,0,2,3,2
34.5,56,1,4,1,1,1,2
24.0,42,0,3,0,2,1,2
33.1,28,1,0,3,2,4,0
29.3,41,0,4,1,1,3,2
28.3,51,0,0,1,3,3,0
25.6,46,1,0,3,1,1,0
25.7,35,0,3,2,1,3,2
18.3,27,0,2,2,2,3,1
23.1,43,0,4,3,2,0,2
22.6,39,0,1,0,0,0,0
21.6,45,1,2,4,3,3,1
21.4,42,1,1,4,4,2,1
20.2,47,0,3,0,2,0,2
21.9,28,1,4,4,2,2,2
18.6,50,0,3,3,2,4,2
31.9,37,1,1,4,2,2,0
28.3,59,1,0,3,2,4,0
23.0,26,1,3,3,1,0,2
32.5,55,1,4,0,2,0,2
24.8,37,1,3,2,1,1,2
24.6,27,0,2,0,2,0,1
21.3,29,1,3,1,1,2,2
24.8,31,0,1,4,4,1,1
22.5,40,0,3,0,0,0,2
27.6,41,1,4,3,2,2,2
29.7,28,0,3,0,1,1,2
22.7,34,1,3,0,2,1,2
30.5,60,0,4,2,2,1,2
30.0,55,0,3,0,0,0,1
28.6,40,1,4,4,0,1,2
33.1,35,1,1,0,0,0,0
19.3,36,1,4,0,3,2,2
24.2,42,1,1,0,0,0,0
23.1,22,0,1,1,4,1,1
23.5,31,1,4,0,0,4,2
22.3,15,0,3,2,0,1,2
23.6,39,0,2,2,1,2,1
19.7,42,0,4,0,0,0,2
19.8,29,0,3,0,1,1,2
26.1,53,0,1,3,0,4,1
31.6,20,0,0,2,1,1,0
27.0,17,1,2,2,1,1,1
22.5,37,0,3,3,0,0,1
31.0,47,0,2,3,0,2,1
22.3,55,0,0,3,0,2,0
34.9,29,1,0,3,2,0,0
30.0,47,1,0,0,0,1,0
31.6,34,0,4,0,2,2,2
19.0,32,1,2,1,2,2,1
25.9,45,0,4,4,4,0,2
23.2,42,1,0,0,0,0,0
29.6,16,0,3,2,1,3,2
19.9,52,1,0,3,1,0,0
20.9,51,1,4,2,0,1,2
33.5,27,1,0,0,2,0,0
22.9,39,0,0,1,1,3,0
23.8,40,0,4,0,0,0,2
21.4,38,0,4,0,2,0,2
21.8,28,1,3,0,0,0,2
38.3,26,1,4,3,0,1,2
31.5,34,0,3,4,3,0,1
26.6,49,1,1,2,2,1,0
27.8,41,0,1,3,3,0,1
28.8,30,0,4,2,1,1,2
22.2,44,0,0,0,2,4,0
21.4,15,0,2,0,3,0,2
23.7,48,1,0,1,4,1,0
22.2,15,1,4,3,2,0,2
23.1,30,1,3,4,0,2,2
21.3,21,0,0,2,1,1,0
20.7,19,1,1,1,1,2,1
24.3,48,0,4,2,1,2,2
33.2,29,0,0,2,1,2,0
18.5,39,0,0,2,1,3,0
21.3,34,0,3,3,2,4,2
23.1,40,0,3,3,1,3,2
23.8,35,0,3,2,1,1,2
19.9,19,1,2,2,2,1,1
25.9,46,1,4,4,4,1,2
31.2,29,1,4,3,0,4,2
18.1,16,1,1,2,1,1,1
18.5,29,0,1,2,2,1,0
21.4,53,0,4,3,2,1,2
25.9,45,1,0,2,1,1,0
23.7,30,1,4,2,2,1,2
20.5,30,1,2,0,0,0,2
22.9,31,1,1,3,1,2,1
25.1,59,1,1,2,1,1,0
28.3,39,1,1,2,0,2,0
21.3,40,1,4,4,2,2,2
25.1,47,1,1,4,4,3,1
31.2,37,0,1,3,0,0,0
21.1,31,0,4,0,2,0,2
23.2,32,0,0,2,1,3,0
25.4,34,0,1,1,4,3,1
20.4,34,1,1,0,0,4,1
22.3,43,0,1,4,1,0,1
21.4,35,1,2,4,2,3,1
21.9,43,0,4,2,1,1,2
27.2,34,1,1,0,0,0,0
23.0,35,1,2,0,0,3,2
21.1,15,0,0,2,1,1,0
22.9,45,0,0,0,2,1,0
25.0,39,1,2,2,4,1,1
19.9,46,1,0,2,0,1,0
28.9,15,1,3,4,1,1,2
26.4,60,0,0,0,0,0,0
23.9,33,0,3,1,1,3,2
23.4,48,1,2,4,3,3,1
21.8,22,0,3,2,4,1,2
24.5,42,1,0,0,0,2,0
21.9,22,0,1,0,2,1,1
24.9,27,0,3,3,1,1,2
30.0,57,0,0,3,2,1,0
20.7,32,0,1,4,4,2,0
30.0,37,0,2,0,1,0,0
25.6,45,1,2,3,0,0,2
20.7,40,1,4,3,2,3,2
37.2,36,0,2,0,4,3,0
29.0,39,1,4,4,1,2,2
22.0,63,1,2,2,2,2,2
34.0,34,0,2,4,2,4,1
22.4,37,1,2,4,4,3,1
33.2,47,0,4,1,0,1,2
23.0,48,1,4,2,0,4,2
21.7,49,1,3,2,3,1,1
19.7,42,1,0,3,4,0,0
34.3,21,1,0,2,1,1,0
18.2,54,1,0,3,2,2,0
20.0,21,1,2,0,4,2,1
23.5,38,1,0,3,1,0,0
21.6,25,0,4,1,1,3,2
31.5,34,0,3,0,0,3,2
20.5,38,0,1,3,0,0,0
21.2,38,0,3,0,2,1,2
21.8,40,1,0,0,0,1,0
23.4,54,1,0,0,4,0,0
34.0,40,1,4,2,1,1,2
25.6,32,0,3,1,2,3,2
24.5,46,0,4,3,0,1,2
20.7,49,0,4,3,2,1,2
28.5,20,1,1,1,3,2,0
26.7,42,0,4,2,1,1,2
33.0,43,1,4,0,2,3,2
19.5,31,0,1,3,0,2,0
16.7,51,1,2,1,1,1,1
33.1,33,0,2,0,0,2,1
26.0,36,1,1,0,0,1,1
30.3,32,0,4,1,1,2,2
21.4,35,0,0,3,2,4,0
25.6,21,1,3,0,0,0,2
32.0,17,1,0,0,1,2,0
24.1,54,0,0,0,0,0,0
20.2,24,1,4,4,0,2,2
20.9,23,0,3,3,1,0,2
20.5,15,1,3,0,2,1,2
24.4,27,0,2,0,4,0,1
24.3,19,1,1,4,0,1,1
20.2,54,0,4,0,2,2,2
26.1,47,0,3,4,0,1,2
19.0,26,0,4,0,0,0,2
20.3,62,1,2,0,0,2,1
23.8,46,0,0,3,0,0,0
25.3,31,1,3,2,1,1,1
26.2,15,1,2,4,2,2,1
23.8,62,1,4,3,2,0,2
27.7,18,0,2,2,2,1,0
33.7,15,1,2,3,4,0,1
25.5,47,1,2,3,3,1,1
29.8,64,1,2,2,1,1,1
26.4,51,0,2,0,2,0,2
27.4,41,1,2,0,0,0,2
22.9,42,1,1,0,0,3,0
20.1,45,1,4,3,1,1,2
24.6,44,1,0,1,1,3,0
22.0,38,0,4,0,4,1,2
22.4,36,0,3,3,2,2,2
26.8,34,1,3,0,2,0,2
24.4,25,1,4,2,4,2,2
26.5,31,1,2,4,1,3,1
17.9,15,1,1,2,4,1,1
22.2,33,0,0,0,2,0,0
21.2,23,0,2,2,1,1,1
35.6,21,0,4,3,2,4,2
23.2,37,0,4,2,1,1,2
18.9,51,1,1,0,4,2,1
22.8,46,1,1,0,2,0,1
21.1,16,0,4,3,0,2,2
21.3,23,0,2,1,1,2,1
31.9,46,1,2,3,1,4,1
21.1,23,1,2,2,1,1,2
23.2,32,1,0,2,1,1,0
27.1,41,1,0,4,1,2,0
24.1,23,1,2,0,2,1,1
26.8,36,0,4,0,0,0,2
21.6,18,0,1,2,2,1,1
31.7,27,1,3,0,2,2,1
27.5,38,1,1,2,1,2,1
20.0,15,0,1,4,4,2,1
31.4,40,1,3,4,4,2,1
18.6,34,0,2,2,1,2,1
23.5,41,0,1,4,0,2,1
32.7,37,0,3,0,2,0,1
33.4,51,0,4,2,1,1,2
21.3,36,1,4,2,3,2,2
25.7,29,1,4,1,1,3,2
24.1,36,0,2,0,2,4,1
20.0,41,1,1,4,0,3,1
23.7,35,1,1,3,2,0,1
18.0,35,1,0,3,0,3,0
20.8,26,1,4,0,2,0,2
24.1,27,0,2,1,1,3,1
21.7,18,1,3,4,4,2,2
21.0,55,0,2,2,0,2,1
26.4,20,0,1,2,1,1,0
21.2,26,1,4,4,4,0,2
27.1,26,0,0,2,1,3,0
27.6,45,1,2,2,1,1,1
19.4,31,1,0,1,0,1,0
21.7,49,0,1,1,1,2,1
22.6,26,1,3,3,1,0,1
30.0,38,0,2,1,1,3,1
23.5,24,0,1,2,1,1,0
21.0,60,1,4,0,2,0,2
22.9,20,1,2,0,2,0,1
23.7,38,1,0,2,1,2,0
31.4,42,0,2,0,0,1,0
23.9,39,1,1,4,1,1,0
23.2,32,0,1,1,0,0,0
19.1,33,0,0,2,1,2,0
33.2,35,1,1,0,1,4,0
18.7,33,1,2,0,0,1,1
24.9,46,1,0,1,2,3,0
19.5,61,0,1,4,3,2,0
24.1,28,1,1,1,2,1,1
20.5,18,0,2,3,0,4,2
23.3,33,1,1,0,3,0,1
20.2,65,1,2,0,2,0,1
31.1,25,0,4,3,2,4,2
30.5,54,0,2,2,1,2,1
24.8,55,1,3,2,2,1,1
27.2,28,1,1,0,2,0,1
21.6,41,1,4,0,3,1,2
31.8,54,1,0,2,1,4,0
32.8,30,1,3,4,4,4,2
31.9,32,0,0,0,0,0,0
29.0,28,0,3,4,0,2,2
25.1,22,0,4,0,2,0,2
22.1,27,0,4,2,2,1,2
20.1,20,1,4,0,3,4,2
32.4,35,0,3,2,1,1,2
21.1,25,0,2,0,2,0,2
21.7,37,0,0,0,2,0,0
19.7,16,1,2,4,4,1,1
29.0,38,0,2,3,2,0,1
33.4,45,1,1,3,0,4,0
25.1,15,0,0,0,3,4,0
29.1,39,1,3,4,3,2,2
28.9,49,0,1,2,1,2,1
29.7,20,1,1,4,4,1,1
31.1,55,0,4,0,1,0,2
25.2,40,1,3,0,4,1,1
22.2,26,1,2,4,1,2,1
25.1,34,0,2,2,1,1,2
21.4,41,1,2,4,1,2,1
22.3,35,1,4,1,4,1,2
31.8,41,0,2,2,1,2,1
23.3,23,0,0,4,4,2,0
21.9,37,1,2,2,1,1,2
28.6,18,0,2,3,2,4,1
19.6,33,0,0,0,0,2,0
24.7,24,0,4,0,2,0,2
29.3,26,1,1,0,0,2,1
18.0,49,1,3,2,1,1,2
27.8,48,1,4,3,1,1,2
30.1,42,1,2,1,2,2,2
22.0,21,1,1,2,1,2,0
24.6,31,1,3,3,2,3,2
24.8,49,1,3,0,3,0,2
34.1,36,0,3,4,4,2,1
28.7,62,1,0,4,3,2,0
23.0,39,1,0,0,0,2,0
18.4,37,0,1,0,0,0,1
28.1,31,0,2,0,2,3,2
22.9,36,0,1,3,1,0,0
22.0,33,1,2,0,3,2,2
25.1,43,0,4,3,1,0,2
27.4,46,1,3,2,1,2,1
22.1,25,1,3,3,1,4,2
26.9,19,1,0,3,2,1,0
23.6,15,0,4,4,3,3,2
32.6,41,0,4,0,0,0,2
20.7,21,1,2,0,0,2,1
20.6,15,1,4,0,2,0,2
27.9,39,1,0,2,1,1,0
20.9,64,0,2,2,1,1,1
21.3,34,1,1,4,4,0,0
27.8,45,0,2,3,1,0,1
27.5,35,1,1,0,0,0,0
27.7,33,0,2,3,0,2,1
24.4,46,1,3,0,3,2,2
30.3,31,0,1,0,1,0,1
22.6,38,0,0,3,1,1,0
27.2,38,0,1,4,3,2,1
21.8,26,0,1,0,0,1,1
21.5,46,0,2,3,1,4,2
21.2,32,0,3,4,4,2,2
23.2,25,1,2,0,2,0,1
28.9,41,1,2,0,2,0,1
26.4,24,1,3,3,3,1,1
24.8,35,1,2,3,1,3,1
24.9,34,0,3,1,1,3,2
29.0,48,1,0,0,2,0,0
31.4,40,0,3,2,0,2,2
22.5,34,0,4,3,1,1,2
22.8,44,0,3,2,1,2,2
21.4,51,1,3,0,1,0,2
20.3,41,0,4,3,1,1,2
34.8,35,1,3,2,2,1,1
19.5,19,1,1,4,4,2,1
21.9,22,1,2,4,4,0,1
26.0,31,1,2,3,1,1,1
20.4,27,1,0,4,4,1,0
23.8,32,0,0,4,0,2,0
25.9,35,0,4,2,1,1,2
24.3,41,1,1,3,4,2,1
25.8,34,0,0,3,3,4,0
26.8,40,1,2,2,1,1,1
21.2,35,0,0,0,2,0,0
28.1,15,0,0,1,1,2,0
31.5,23,0,3,0,2,4,1
19.1,33,0,0,1,1,3,0
23.2,20,0,4,0,2,0,2
21.3,42,0,2,4,3,2,1
32.5,53,0,4,2,1,1,2
29.0,49,0,4,0,3,0,2
20.0,32,0,1,2,1,4,0
20.9,52,0,3,0,2,1,2
30.4,36,0,4,3,0,0,2
23.3,30,0,1,1,4,1,1
29.5,27,0,2,1,2,1,1
22.3,31,1,2,4,3,2,1
32.8,30,0,1,2,2,1,0
31.1,37,0,4,4,0,1,2
28.0,36,0,4,2,1,1,2
21.7,35,0,3,1,1,2,2
20.6,40,0,3,2,4,1,2
22.6,49,0,2,0,2,1,2
25.8,46,1,3,0,2,0,2
36.0,17,1,1,0,4,1,1
29.8,15,1,2,3,1,2,1
32.6,46,0,4,3,2,4,2
28.0,18,0,2,0,0,0,1
20.6,32,0,0,0,2,0,1
23.8,20,1,2,4,2,1,1
23.0,15,0,3,0,2,4,2
22.1,41,0,1,2,1,1,1
24.3,44,1,4,2,1,1,2
26.5,28,1,4,3,2,1,2
22.1,15,0,3,0,0,2,2
28.5,28,0,3,4,0,1,1
22.4,39,0,3,2,0,1,2
19.8,17,0,0,0,4,0,0
20.0,37,1,1,1,1,2,1
19.3,34,0,0,1,1,1,0
30.2,41,0,3,0,0,0,2
24.3,36,1,1,4,2,2,1
27.1,23,0,3,0,0,1,2
31.4,49,0,1,4,2,4,0
24.6,33,1,4,2,2,2,2
30.8,34,1,0,0,0,2,0
21.8,23,0,3,0,2,0,2
20.6,29,1,3,2,2,2,2
25.2,24,1,2,3,1,0,1
20.6,32,0,4,4,2,2,2
22.7,55,1,3,3,2,1,2
26.8,18,0,0,2,2,2,0
18.1,15,0,4,0,1,2,2
30.6,52,0,3,4,3,1,2
25.2,32,0,0,4,4,1,0
27.7,26,1,2,1,4,2,1
28.9,47,0,2,0,2,1,1
29.9,27,0,0,3,1,4,0
21.9,56,0,4,3,1,1,2
21.1,43,0,0,2,0,2,0
22.0,29,1,0,2,1,1,0
25.3,60,1,2,4,4,2,1
21.9,27,1,2,0,2,0,1
25.5,43,0,2,2,1,3,1
28.5,38,1,3,0,2,0,2
29.7,50,1,3,0,2,1,1
22.0,53,0,1,4,4,1,0
24.0,35,1,3,2,1,2,2
25.1,25,0,4,3,2,0,2
18.1,40,1,4,2,1,3,2
19.0,26,1,2,3,0,4,1
27.4,59,1,0,2,1,1,0
32.2,36,1,2,0,0,4,2
23.1,30,0,0,4,1,2,0
18.8,37,0,2,0,0,0,1
32.5,18,1,2,2,1,4,0
28.9,23,0,4,2,2,2,2
28.6,49,1,0,0,0,1,0
20.3,27,1,1,0,2,0,0
21.4,22,1,1,3,0,0,0
34.0,41,1,2,1,4,2,1
23.8,49,1,2,2,1,2,1
28.9,43,1,4,2,2,0,2
21.4,46,0,0,1,2,2,0
27.6,25,0,2,3,1,0,1
21.4,17,1,1,4,4,1,0
15.0,53,0,0,0,3,0,0
21.0,31,1,2,2,1,2,0
34.2,31,0,0,1,2,1,0
23.2,50,0,4,2,1,1,2
22.9,41,0,1,2,1,1,1
25.9,40,1,0,1,1,1,0
24.0,60,0,1,0,3,0,0
28.0,27,1,2,2,1,0,1
28.0,46,1,3,0,1,0,2
25.7,35,1,0,0,0,3,0
22.2,38,0,1,4,4,0,1
29.0,53,0,0,1,1,3,0
23.6,41,0,2,2,2,3,1
24.1,41,1,2,0,2,0,1
22.3,47,1,1,4,2,2,1
21.9,30,0,4,0,3,0,2
21.7,24,1,0,1,1,3,0
21.9,22,0,0,2,4,3,0
26.2,15,0,2,4,4,2,1
22.7,59,0,0,3,0,4,0
32.5,21,0,1,0,0,2,0
23.3,32,1,3,3,3,1,2
29.6,31,0,2,3,1,0,1
23.6,38,0,3,4,2,2,2
24.3,44,0,0,4,2,4,0
32.2,45,0,4,2,2,2,2
35.8,28,0,1,3,1,0,1
21.1,32,0,0,2,0,1,0
20.2,38,0,1,2,1,3,0
22.4,32,1,0,0,3,4,1
25.2,54,1,0,0,3,1,0
22.8,40,1,0,0,0,0,0
19.2,43,1,2,4,4,1,1
18.6,42,0,3,0,2,0,2
21.3,49,1,4,0,0,4,2
33.6,37,1,3,1,3,1,2
30.5,19,1,3,2,2,1,1
30.0,39,0,1,4,1,2,0
21.3,27,1,2,3,3,4,2
23.6,28,1,2,0,2,1,2
26.8,42,0,0,4,0,0,0
26.6,49,1,3,0,3,0,2
23.8,35,0,4,4,0,3,2
19.8,38,1,1,0,3,0,1
21.2,55,0,2,3,2,0,2
24.2,37,1,0,0,0,4,1
21.1,66,1,4,4,4,2,2
18.5,41,1,3,0,1,3,2
25.6,15,0,4,0,2,4,2
27.1,44,1,2,4,0,0,1
32.5,39,0,1,0,1,2,0
19.5,50,0,3,3,0,4,2
24.2,43,0,1,3,1,4,0
30.1,33,0,4,2,1,0,2
23.7,20,1,4,1,4,1,2
19.4,32,1,0,4,0,2,0
28.9,24,1,3,4,4,2,2
20.1,28,0,4,2,1,2,2
22.6,42,1,2,0,4,1,1
24.0,55,0,2,0,0,0,1
28.4,39,0,1,0,2,1,0
19.4,20,0,2,2,1,1,1
29.7,40,1,4,4,1,3,2
23.3,49,1,2,3,2,4,2
33.0,27,0,3,3,0,0,2
27.5,33,1,1,2,1,1,0
23.3,35,1,3,1,4,2,2
30.9,25,0,4,3,0,4,2
21.8,42,0,4,3,0,2,2
25.9,33,1,2,3,0,0,1
41.5,40,0,0,0,0,2,0
24.3,24,0,0,2,4,1,0
21.8,29,1,4,1,3,4,2
23.6,43,1,4,0,0,1,2
23.6,30,0,1,3,0,0,0
23.6,55,1,4,0,2,0,2
22.3,30,0,4,4,0,3,2
19.7,37,0,1,0,4,1,0
34.3,46,1,3,2,1,1,1
25.7,17,0,3,3,0,1,2
30.6,15,0,1,2,1,1,0
20.9,16,0,1,3,1,1,1
25.5,50,1,3,3,1,4,2
29.9,28,1,3,4,4,0,1
21.0,65,1,3,1,1,3,1
24.5,28,0,3,0,0,0,2
19.6,37,0,2,2,1,1,1
26.0,53,1,1,3,0,1,1
27.7,59,1,0,2,1,1,0
31.3,59,1,2,0,1,3,1
26.2,49,0,0,0,0,0,0
19.3,47,1,0,1,2,1,0
28.7,42,0,4,3,1,1,2
30.2,44,1,1,0,0,1,1
21.8,28,0,2,1,1,3,1
21.9,25,0,1,0,1,1,0
19.3,34,1,3,3,1,1,2
23.5,32,0,1,4,2,2,0
22.3,29,1,0,2,1,0,0
29.3,43,0,3,0,0,4,2
26.1,46,0,1,0,3,0,0
19.8,36,1,1,2,4,1,1
26.9,52,0,0,2,2,2,0
29.2,21,1,3,2,1,3,1
19.8,32,1,0,4,4,3,0
30.2,26,1,1,4,3,1,0
24.9,15,0,2,0,4,0,1
18.1,34,0,2,0,2,0,1
27.6,33,0,4,1,4,1,2
26.1,53,1,2,2,1,1,2
23.6,42,1,3,2,2,1,2
37.1,22,0,4,3,0,2,2
20.9,57,0,3,0,1,4,2
25.0,49,1,2,3,0,4,2
25.2,41,0,2,2,1,1,1
22.2,32,1,1,4,0,2,1
34.3,23,0,3,3,0,1,2
30.6,30,1,0,3,1,0,0
21.4,48,0,1,0,0,3,0
21.8,57,0,3,3,1,1,2
24.9,53,1,4,0,4,2,2
21.4,29,1,3,3,2,4,2
36.1,21,1,4,0,3,0,2
23.0,36,0,4,0,0,0,2
23.4,15,1,2,0,0,0,1
20.9,38,1,0,0,0,1,0
15.9,33,0,3,1,1,1,2
30.5,29,1,0,4,1,0,0
31.8,15,1,4,1,1,3,2
19.3,41,1,2,3,2,1,1
21.0,28,0,0,0,0,1,0
30.1,20,0,1,2,1,0,0
22.3,15,0,4,0,1,0,2
28.2,34,1,1,0,1,0,1
26.1,56,0,0,0,0,0,0
30.0,54,1,0,2,1,3,0
24.8,29,1,0,0,0,2,0
24.4,27,1,3,4,4,2,2
23.7,40,0,4,2,3,4,2
22.2,23,0,4,3,1,4,2
27.0,38,1,4,4,4,3,2
